500  2   10 

10.05	-1.03	5

11.3	1.54	5

10.07	0.98	5

10.07	-1.09	5

13.66	-0.87	5

8.46	1.07	5

-11.64	1.37	6

-10.71	-0.95	6

-12.22	0.62	6

-10.64	0.57	6

-10.93	0.41	6

-11.43	0.62	6

-13.04	1.65	6

-9.74	-0.11	6

-10.69	-1.03	6

-10.95	-0.37	6

-11.04	1.41	6

-11.99	0.33	6

-9.75	1.04	6

-9.69	1.27	6

-10.24	0.13	6

-9.84	-0.18	6

-11.56	-1.1	6

-13.34	1.65	6

-10.35	-1.05	6

-11.92	1.42	6

-13.35	-1.19	6

-10.4	-0.58	6

-11.87	-0.02	6

-10.62	-1.66	6

-10.73	-0.57	6

-12.86	-0.97	6

-10.38	-0.43	6

-9.63	-1.21	6

-12.67	1.68	6

-10.83	0	6

-11.1	0.29	6

-9.78	-1.14	6

-9.8	1.11	6

-10.97	0.73	6

-9.59	-0.87	6

-12.25	1.35	6

-11.72	-1.82	6

-9.69	0.46	6

-10.09	-1.03	6

-12.67	-1.27	6

-9.43	-0.86	6

-12.62	0.78	6

-10.74	0.53	6

-10.74	-1.52	6

-9.07	0.08	6

-13.53	-0.73	6

-10.37	-1.61	6

-12.09	1.71	6

-11.46	0.73	6

-9.31	0.03	6

7.18	9.04	7

5.82	8.79	7

6.97	11.86	7

5.75	9.03	7

6.76	9.48	7

9.28	10.41	7

8.22	11.69	7

6.59	8.8	7

8.38	8.71	7

5.71	9.23	7

9.12	10.29	7

10.22	10.54	7

6.78	10.07	7

6.6	10.11	7

8.04	8.51	7

6.1	9.34	7

10.67	9.58	7

6.43	9.5	7

5.38	9.55	7

6.54	10.07	7

5.82	10.07	7

10.18	9.18	7

5.36	10.12	7

7.81	8.68	7

5.62	9.1	7

8.48	8.95	7

7.79	10.12	7

9.36	9.48	7

8.27	9.74	7

10	10.04	7

5.5	10.49	7

9.76	8.47	7

7.58	11.9	7

10.5	10.88	7

10.23	9.9	7

7.6	11.41	7

6.87	9.26	7

8.05	8.02	7

6.38	11.31	7

6.59	8.6	7

5.89	9.83	7

10.9	9.58	7

10.84	10.42	7

10.08	9.68	7

8.17	10.86	7

10.35	9.36	7

6.01	9.17	7

9.6	11.25	7

6.51	9.79	7

9.25	8.77	7

12.4	3.31	8

15.47	2.23	8

15.06	1.62	8

12.71	3.93	8

17.59	2.61	8

13.96	3.05	8

17.51	2.37	8

13.47	3.63	8

16.56	3.13	8

13.99	1.71	8

17.04	1.81	8

14.35	4.39	8

16.72	3.98	8

16.15	1.92	8

17.87	2.99	8

13.09	2.1	8

17.26	2.16	8

15.78	4.6	8

13	2.13	8

13.77	1.46	8

14.89	2.92	8

17.43	3.72	8

17.77	2.69	8

16.98	2.6	8

17.39	3.18	8

14.65	4.43	8

12.7	3.55	8

15.68	3.58	8

13.03	2.59	8

16.16	4.09	8

13.04	2.97	8

15.04	1.1	8

13.68	3.41	8

16.19	4.36	8

16.9	3.12	8

16.3	3.44	8

14.04	4.03	8

16.58	2.88	8

16.22	4.05	8

13.37	1.83	8

13.34	1.34	8

17	2.2	8

16.35	3.61	8

16.19	1.98	8

13.54	4.16	8

16.45	1.48	8

16.57	2.9	8

17.15	1.95	8

16.5	3.1	8

13.45	4.22	8

-17.15	-1.94	9

-15.84	-4.15	9

-15.42	-1.77	9

-15.88	-4.2	9

-16.26	-3.35	9

-13.71	-3.24	9

-15.19	-1.71	9

-17.64	-3.9	9

-15.82	-3.47	9

-13.85	-4.61	9

-13.01	-3.64	9

-15.98	-3.49	9

-17.27	-4.29	9

-15.09	-3.65	9

-16.18	-2.44	9

-16.13	-1.47	9

-12.34	-2.87	9

-14.55	-4.11	9

-16.81	-3.41	9

-15.8	-3.63	9

-14.44	-1.84	9

-17.78	-3.31	9

-14.9	-4.27	9

-17.2	-4.32	9

-13.01	-3.99	9

-13.74	-2.83	9

-12.18	-2.92	9

-14.23	-2.26	9

-16.51	-3.37	9

-13.42	-2.78	9

-14.31	-2.18	9

-13.63	-4.24	9

-16.18	-3.5	9

-14.46	-2.32	9

-15.08	-4	9

-16.1	-3.55	9

-15.69	-1.1	9

-17.39	-3.1	9

-15.85	-1.94	9

-15.74	-3.54	9

-14.06	-1.3	9

-15.92	-4.38	9

-12.78	-2.33	9

-13.12	-3.82	9

-12.94	-3.46	9

-17.66	-2.42	9

-13.37	-1.88	9

-14.38	-2.81	9

-16.39	-2.04	9

-13.94	-4.29	9

-5.1	2.07	10

-9.66	2.24	10

-6.91	2.66	10

-7.19	3.22	10

-5.2	2.76	10

-7.76	1.88	10

-4.65	4.2	10

-4.36	2.86	10

-7.5	4.16	10

-9.62	2.82	10

-7.37	2.25	10

-4.58	3.41	10

-7.8	1.62	10

-9.26	2.93	10

-9.11	2.78	10

-5.27	3.19	10

-4.36	3.25	10

-4.55	2.85	10

-9.05	2.72	10

-7.46	1.85	10

-7.71	2.2	10

-4.48	2.9	10

-8.91	3.16	10

-8.7	4.34	10

-9.77	3.49	10

-8.36	3.63	10

-9.3	2.03	10

-6.03	3.55	10

-5.5	2.07	10

-8.12	2.91	10

-6.83	2.15	10

-5.19	2.13	10

-8.37	1.31	10

-7.15	4.51	10

-7.81	3.17	10

-7.97	3.8	10

-7.31	1.38	10

-5.07	3.48	10

-5.3	3.19	10

-9.83	2.83	10

-7.1	5	10

-4.93	3	10

-5.28	4.25	10

-6.12	1.61	10

-6.61	1.17	10

-6.19	2.09	10

-8.57	3.76	10

-8.44	2.62	10

-7.33	1.8	10

-6.85	4.63	10

